x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.3024897575378418,0.4953310489654541,-4.2776648001563444e-07,0.4019741714000702,0.4309247136116028,-0.0325607918202877,0.4778372049331665,0.337875097990036,-0.043061327189207,0.4784373939037323,0.2377685606479644,-0.0546208173036575,0.4647402763366699,0.1587105095386505,-0.0630716830492019,0.4073613584041595,0.2549915015697479,-0.001603883691132,0.4039314985275268,0.1845835149288177,-0.0532639324665069,0.3914972245693207,0.2441902309656143,-0.0862957462668418,0.3916917741298675,0.309475690126419,-0.0980211123824119,0.3389724493026733,0.2637825310230255,-0.002428897190839,0.3354740738868713,0.1934507191181183,-0.0610530339181423,0.3332598507404327,0.274326890707016,-0.082132987678051,0.3454298973083496,0.3464833796024322,-0.0801843255758285,0.275261789560318,0.2832245826721191,-0.0114659378305077,0.2738516628742218,0.2239384651184082,-0.0727071985602378,0.2811921834945678,0.3124051690101623,-0.0659993886947631,0.296426773071289,0.378034770488739,-0.0424790903925895,0.2088720947504043,0.3133635818958282,-0.0225832574069499,0.2133745402097702,0.267955482006073,-0.0668504685163497,0.2313820868730545,0.3345852196216583,-0.0578318759799003,0.2512757480144501,0.3835910260677337,-0.0370325893163681,A
0.7654508352279663,0.3438232839107513,-3.595415307700023e-07,0.8471471071243286,0.2976604104042053,-0.0201259721070528,0.9005635976791382,0.2203371822834015,-0.0248784068971872,0.9089483618736268,0.1489164531230926,-0.031995415687561,0.8931554555892944,0.0937473028898239,-0.0381543040275573,0.8442461490631104,0.1434195786714553,0.0010122589301317,0.8511943221092224,0.097974345088005,-0.0329444296658039,0.8552955389022827,0.1520375460386276,-0.0564020052552223,0.8594192266464233,0.2056938707828521,-0.0646269991993904,0.789617657661438,0.1500908881425857,-0.0005946398014202,0.8010497093200684,0.1058805212378501,-0.0368648394942283,0.8093200922012329,0.1713372468948364,-0.0511764213442802,0.8166828751564026,0.2314498275518417,-0.0503916814923286,0.7355768084526062,0.1667744368314743,-0.0077495565637946,0.7498475909233093,0.1226104646921157,-0.0478480681777,0.7634708285331726,0.1908424645662307,-0.0440598055720329,0.7721437811851501,0.2499957978725433,-0.0287922751158475,0.681463897228241,0.1929001212120056,-0.0161680858582258,0.7026398777961731,0.1516410708427429,-0.0485877208411693,0.7177290320396423,0.2052142769098281,-0.0420675165951252,0.7255025506019592,0.2544138431549072,-0.0266088154166936,A
0.3546176850795746,0.8519860506057739,-5.631421231555578e-07,0.4566047489643097,0.8025203943252563,-0.0329377315938472,0.5311644077301025,0.7131066918373108,-0.0442129969596862,0.5337210297584534,0.6238001585006714,-0.0560070872306823,0.5295432806015015,0.5476806163787842,-0.063828058540821,0.4557530879974365,0.6176857948303223,-0.0036601810716092,0.4658614099025726,0.5476213097572327,-0.0513189472258091,0.4676790833473205,0.6144334077835083,-0.0820075869560241,0.4661770761013031,0.6815377473831177,-0.0922444388270378,0.3914209008216858,0.6242188811302185,-0.0040350421331822,0.4078447222709656,0.5515486598014832,-0.0544671155512332,0.4117413163185119,0.636702299118042,-0.0723245367407798,0.4130504727363586,0.7100054621696472,-0.069354623556137,0.3290386199951172,0.642306387424469,-0.0124030532315373,0.3488940596580505,0.5809398293495178,-0.0660816207528114,0.3574712574481964,0.668700098991394,-0.0576225668191909,0.3604173064231872,0.7344368696212769,-0.0342295058071613,0.2655981779098511,0.6725226044654846,-0.0230464711785316,0.2929627299308777,0.614531934261322,-0.0617594197392463,0.3068077564239502,0.681638240814209,-0.0488366447389125,0.3103943467140198,0.7368546724319458,-0.0262072179466485,A
0.5088074207305908,0.903747022151947,-4.856586883761338e-07,0.6013121604919434,0.8728144764900208,-0.0489347949624061,0.6980894207954407,0.7631182074546814,-0.0640335455536842,0.7201299071311951,0.6536714434623718,-0.075590468943119,0.7088648080825806,0.5613042116165161,-0.0838965997099876,0.6296213269233704,0.6552889943122864,-0.0293534658849239,0.6458678245544434,0.6042410731315613,-0.0973791778087616,0.6255596280097961,0.6846056580543518,-0.1358471810817718,0.6071876883506775,0.7593464851379395,-0.1459099203348159,0.5534212589263916,0.6572363376617432,-0.0239263027906417,0.5780588984489441,0.6090587377548218,-0.0941612720489502,0.5578421354293823,0.7198818325996399,-0.1117176786065101,0.5446404218673706,0.8039417862892151,-0.1025666967034339,0.4792830348014831,0.6701781153678894,-0.028869654983282,0.4980161190032959,0.6379835605621338,-0.1031854972243309,0.4916695654392242,0.7497108578681946,-0.0945507586002349,0.487772524356842,0.826004147529602,-0.0641887560486793,0.4016106724739074,0.6924431920051575,-0.0360502265393734,0.4217845797538757,0.6627905964851379,-0.0882937237620353,0.4301634132862091,0.7493415474891663,-0.0769304931163787,0.4338969588279724,0.8078482747077942,-0.0502298921346664,A
0.4247276186943054,0.7954776287078857,-5.605921842288808e-07,0.5715965628623962,0.7442832589149475,-0.0638635754585266,0.7002295851707458,0.5939058661460876,-0.0804466679692268,0.7211481332778931,0.4451393783092499,-0.0940718501806259,0.7043958902359009,0.3194878101348877,-0.1023715585470199,0.5862011313438416,0.4498705863952636,-0.0320275463163852,0.6140674352645874,0.361055850982666,-0.1160386279225349,0.6088058352470398,0.473548412322998,-0.1598383039236068,0.5948923826217651,0.5787021517753601,-0.1669705659151077,0.483789324760437,0.4546264111995697,-0.0242970362305641,0.5160583853721619,0.3718102574348449,-0.1124360635876655,0.5123697519302368,0.5193862915039062,-0.1347557306289672,0.5043367147445679,0.6350974440574646,-0.1222562193870544,0.3827986717224121,0.4739124774932861,-0.0303437709808349,0.4156408309936523,0.4160659313201904,-0.1267009526491165,0.4196073114871979,0.5682936310768127,-0.1159713119268417,0.4143989086151123,0.6782110929489136,-0.0751518830657005,0.2770019173622131,0.5043521523475647,-0.0395800918340683,0.3099375367164612,0.4374129474163055,-0.1059505119919776,0.3336885571479797,0.5419387817382812,-0.0896383002400398,0.3401671051979065,0.6281134486198425,-0.0532602854073047,A
0.5369823575019836,0.6534615755081177,-5.967412448626419e-07,0.6217715740203857,0.583092451095581,-0.026743883267045,0.6782953143119812,0.4791484475135803,-0.0351668074727058,0.6751574277877808,0.388791412115097,-0.0452139265835285,0.6565104722976685,0.3127131164073944,-0.052253607660532,0.6091992855072021,0.4116650223731994,-0.0023369318805634,0.6054003238677979,0.3506199419498443,-0.0523940958082675,0.6112710237503052,0.4102806746959686,-0.0839727148413658,0.6185166835784912,0.4712586998939514,-0.0941180735826492,0.5480877757072449,0.4269872009754181,-0.0046512889675796,0.5495052933692932,0.3655409812927246,-0.055800512433052,0.5625293254852295,0.4493429660797119,-0.0712147578597068,0.5748485922813416,0.515200674533844,-0.0675774961709976,0.4900959432125091,0.4505634307861328,-0.0147232059389352,0.4937208890914917,0.3881617188453674,-0.0691268667578697,0.5127564072608948,0.4758888185024261,-0.058138258755207,0.5267107486724854,0.537652850151062,-0.0336586199700832,0.4313187599182129,0.4849680960178375,-0.0265807844698429,0.4452257752418518,0.431718111038208,-0.0647309049963951,0.466816246509552,0.4963869452476501,-0.0512124001979827,0.4783064723014831,0.5456238985061646,-0.0286835283041,A
0.2624906301498413,0.862230658531189,-8.837236009640037e-07,0.382123589515686,0.8161376714706421,-0.0661026015877723,0.5002925395965576,0.6787635684013367,-0.0835901126265525,0.5358085632324219,0.5396588444709778,-0.0963952168822288,0.538431704044342,0.422238826751709,-0.1009996384382247,0.4297285377979278,0.5358437895774841,-0.0232238136231899,0.445220023393631,0.4409779906272888,-0.1020321771502494,0.4127185642719269,0.5384464859962463,-0.1451006978750229,0.3969035148620605,0.631725549697876,-0.1567053347826004,0.3353070616722107,0.5402384400367737,-0.0128907114267349,0.3437467217445373,0.4466158449649811,-0.1078325733542442,0.3204168081283569,0.5817293524742126,-0.1344853788614273,0.3176530003547668,0.6888914704322815,-0.123349018394947,0.2484256625175476,0.5609919428825378,-0.0157135482877492,0.2465527206659317,0.4900559484958648,-0.1116081401705741,0.2434719055891037,0.6298273205757141,-0.1001859828829765,0.2539093494415283,0.7232661843299866,-0.0609318874776363,0.1588777899742126,0.5932006239891052,-0.0226106382906436,0.1581272333860397,0.5467767715454102,-0.0927960351109504,0.169548213481903,0.6548048853874207,-0.0828311741352081,0.1898813098669052,0.7224144339561462,-0.0522260069847106,A
0.2627183794975281,0.5767555236816406,-5.796983941763756e-07,0.3885565102100372,0.5232787132263184,-0.0566665567457675,0.4999411106109619,0.3866241574287414,-0.0723180323839187,0.5308138132095337,0.2525722086429596,-0.0847666785120964,0.5223101377487183,0.1399272084236145,-0.0928354561328888,0.4103687107563019,0.2542662322521209,-0.0266260877251625,0.4161032438278198,0.160477802157402,-0.1040881872177124,0.3980858325958252,0.2579227387905121,-0.1475380063056945,0.3908652365207672,0.3544196188449859,-0.1583649069070816,0.3151455223560333,0.2643360197544098,-0.02104670740664,0.3235244154930115,0.1692316830158233,-0.1068153232336044,0.3146178424358368,0.3007987439632416,-0.1299724131822586,0.3201825320720672,0.4064573943614959,-0.1188894435763359,0.2259643375873565,0.2937833666801452,-0.0272021926939487,0.2318597137928009,0.2147419601678848,-0.1171333566308021,0.2372685670852661,0.3519901037216186,-0.1042768955230712,0.2486340403556823,0.4463326334953308,-0.0657015964388847,0.1372753381729126,0.3369227945804596,-0.0361800640821456,0.1429691761732101,0.2792580723762512,-0.1019025817513465,0.1625836193561554,0.3783382177352905,-0.0878541022539138,0.1812288612127304,0.4454367756843567,-0.0550726056098938,A
0.5147550106048584,0.8766536712646484,-5.737182391385431e-07,0.6066756248474121,0.8481009006500244,-0.028520081192255,0.6926709413528442,0.7632503509521484,-0.0358666181564331,0.7112329602241516,0.6749220490455627,-0.043040994554758,0.7092388868331909,0.6034729480743408,-0.0478648953139781,0.6413803100585938,0.6636615991592407,-0.0141460997983813,0.6586382389068604,0.6021702885627747,-0.0572027266025543,0.6466783881187439,0.6615845561027527,-0.0840746834874153,0.6346854567527771,0.7240813374519348,-0.0930164232850074,0.5763694047927856,0.6672716736793518,-0.0152885718271136,0.5982144474983215,0.6040393710136414,-0.0615582428872585,0.5881814360618591,0.6853543519973755,-0.0758983790874481,0.5791886448860168,0.7570903301239014,-0.072532869875431,0.5144261121749878,0.6816273927688599,-0.0225673615932464,0.5373790264129639,0.6301144957542419,-0.0729475915431976,0.5345009565353394,0.7156736254692078,-0.06536565721035,0.5298416018486023,0.780532956123352,-0.0447494499385356,0.4511928558349609,0.7045310735702515,-0.0313622243702411,0.4784433841705322,0.661487877368927,-0.0686143115162849,0.4817592799663543,0.7262364625930786,-0.057970356196165,0.479153037071228,0.7774283289909363,-0.0385767221450805,A
0.4301339983940124,0.7382841110229492,-6.701885695292731e-07,0.5655207633972168,0.6645739078521729,-0.0462328642606735,0.6809220910072327,0.5531446933746338,-0.0607994347810745,0.6998043656349182,0.4323807656764984,-0.0770202875137329,0.6820453405380249,0.3314339220523834,-0.0884410589933395,0.5826085805892944,0.420133113861084,-0.0011097973911091,0.6058478355407715,0.3364570736885071,-0.0689009353518486,0.5895007848739624,0.4320152699947357,-0.1112981438636779,0.5760725140571594,0.5146858096122742,-0.1236228048801422,0.4970040619373321,0.4225095808506012,0.0002830749726854,0.5205721259117126,0.3418077230453491,-0.0710930153727531,0.5105634331703186,0.4626415073871612,-0.095066949725151,0.503233790397644,0.556308388710022,-0.090004526078701,0.4134371876716614,0.4382303357124328,-0.0101534137502312,0.4371373057365417,0.3637581765651703,-0.0858129933476448,0.4350356161594391,0.487760066986084,-0.075441800057888,0.4296284317970276,0.5817387104034424,-0.0421458967030048,0.3238727450370788,0.4667483866214752,-0.0239073354750871,0.3491674065589905,0.3862199187278747,-0.0769874975085258,0.3658767640590668,0.4731009602546692,-0.0610923469066619,0.37021005153656,0.5513019561767578,-0.0295075811445713,A
